ID,kind,mean_hue,mean_sat,mean_val,edge_percent,fourth_LBP,eighth_LBP,Red percentage,Yellow percentage,Green percentage,circles_s
che0000,che,15.0533432656961,150.72074946154717,133.03899531991385,14.1422810966624,10438,2455,32.06418697645558,15.286635182184838,0.0,0.0
che0001,che,15.492375237056088,145.42654508611955,128.213389447432,20.084171148000934,6599,1777,23.97312696657879,22.462227513677465,0.0,0.0
che0002,che,14.61958534828686,144.43561580409508,128.91256816544913,17.37318654182529,6709,1537,24.249840095664503,20.81537306376707,0.0,0.0
che0003,che,14.981495151067785,149.7355359279151,128.92030442640058,19.91243922926159,6798,1588,29.12391914810799,18.903439263769567,0.0,0.0
che0004,che,15.184507320933914,145.3069103680253,127.19355955678672,17.58260783537792,7029,1538,22.5364572163843,24.35663735792408,0.0,0.0
che0005,che,14.87827440320919,139.52186588921282,126.85655099848748,19.055656634297115,7853,1932,23.06096765171996,25.78074018830987,0.0,0.0
che0006,che,14.928355613520267,140.1788501249864,126.97432887729596,19.40441256385176,7669,1946,23.12469471774475,27.19977670783616,0.0,0.0
che0007,che,16.69434742172161,134.97420688229823,128.1425648444766,18.40859770590059,8330,2086,21.77196129232268,29.07947474479063,0.0110719900794968,0.0
che0008,che,15.657116331289403,136.38064599706365,128.68311166767424,17.503670437861647,8150,1759,21.79525947291293,30.550580354027584,0.0,0.0
che0009,che,14.149072356215214,142.51142857142858,130.26469387755105,16.2430426716141,9337,1890,28.10216094496899,23.22522024256311,0.0,0.0
che0010,che,15.693890995565267,136.44347323092742,128.05223664759947,16.27675300469182,10866,2257,26.184551404417785,25.712435233160623,0.0,1.0
che0011,che,14.62907641910722,145.81481934190583,135.98315650515818,10.225883733437636,6691,1577,21.724147002341304,15.381579985794334,0.0,0.0
che0012,che,14.476134910485934,138.68473465473147,128.00380434782608,16.00383631713555,10793,2288,27.83865386572582,24.88380771448926,0.0,0.0
che0013,che,14.581031787389266,139.9965858654831,129.18005067294388,16.675351745700887,9635,2278,28.116030768053268,25.16168535455972,0.0,0.0
che0014,che,15.01820659580267,136.508803488689,128.23233851185609,18.24066503134369,12513,3242,28.04909523672966,25.657423073614176,0.0043015686386969,1.0
che0015,che,15.091889398623715,135.70352548120076,128.69877580532562,16.231175825271766,14117,3028,28.04844624841753,24.33275472781613,0.0,1.0
che0016,che,15.68678972607239,137.91821585758393,129.05859554621296,15.443736451422192,10718,2421,27.117666590936896,25.029272469897418,0.0,0.0
che0017,che,15.29310174919931,133.3319290465632,130.65864745011086,16.146834195614684,13862,3154,29.33707081406464,24.71904306714548,0.0051670240524969,2.0
che0018,che,15.114396359541264,133.72790788536233,130.4100227528671,17.169221576153156,15214,3488,29.718309859154928,23.28879258456724,0.0,0.0
che0019,che,13.893902851084158,136.25331189485826,130.32206648257542,18.86469292879863,14905,3766,31.71921460693485,22.71889514167056,0.0,0.0
che0020,che,14.34146592664645,134.53916576071407,131.36335755564457,18.51461921382388,14706,3924,30.937968234941565,23.455798621516333,0.0011986814504045,1.0
che0021,che,14.030508566178458,136.9895692590391,131.3076933470248,20.416959411987246,12378,3407,31.14039490098797,22.70752376718909,0.0,0.0
che0022,che,15.290679706957045,151.4022069115963,129.88038321002017,12.75427657292443,9258,1971,31.64269051321929,14.461508553654742,0.0,0.0
che0023,che,14.140604355272815,135.82678003425497,131.47202104232937,17.80523611450942,14246,3485,31.36021290064206,23.84280491428424,0.0012918728280388,3.0
che0024,che,13.983985578880038,135.81672384718266,130.5411176367971,19.335930685584696,14727,3818,31.885642676364352,23.85802393296803,0.0,1.0
